ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2017-05-20T00:00:00.000+0000,10.415383993856365,2.092209511170617,15.087816711996766,10.415383993856365,10.415383993856365,-1.8778260337878363,-1.8778260337878363,-1.8778260337878363,-1.6327891319866832,-1.6327891319866832,-1.6327891319866832,-0.24503690180115292,-0.24503690180115292,-0.24503690180115292,0,0,0,8.53755796006853
2017-05-21T00:00:00.000+0000,10.419990282026111,2.2388532750121826,15.505645592505465,10.419990282026111,10.419990282026111,-1.6180153075816275,-1.6180153075816275,-1.6180153075816275,-1.4056871630200882,-1.4056871630200882,-1.4056871630200882,-0.21232814456153914,-0.21232814456153914,-0.21232814456153914,0,0,0,8.801974974444484
2017-05-22T00:00:00.000+0000,10.424596570195858,3.3432821152956387,16.89223315868874,10.424596570195858,10.424596570195858,-0.2902349117942489,-0.2902349117942489,-0.2902349117942489,-0.12293622205675332,-0.12293622205675332,-0.12293622205675332,-0.16729868973749554,-0.16729868973749554,-0.16729868973749554,0,0,0,10.134361658401609
2017-05-23T00:00:00.000+0000,10.429202858365588,4.127639293988533,17.743243054057853,10.429202858365588,10.429202858365588,0.532893763221317,0.532893763221317,0.532893763221317,0.6431158180460801,0.6431158180460801,0.6431158180460801,-0.1102220548247631,-0.1102220548247631,-0.1102220548247631,0,0,0,10.962096621586905
2017-05-24T00:00:00.000+0000,10.433809146535335,4.695504246432762,17.861180952438467,10.433809146535335,10.433809146535335,0.9117909959381554,0.9117909959381554,0.9117909959381554,0.953489513994684,0.953489513994684,0.953489513994684,-0.041698518056528654,-0.041698518056528654,-0.041698518056528654,0,0,0,11.34560014247349
2017-05-25T00:00:00.000+0000,10.438415434705067,5.594111703608513,18.7971082012421,10.438415434705067,10.438415434705067,1.2437606033830457,1.2437606033830457,1.2437606033830457,1.206409100000231,1.206409100000231,1.206409100000231,0.03735150338281447,0.03735150338281447,0.03735150338281447,0,0,0,11.682176038088112
2017-05-26T00:00:00.000+0000,10.443021722874814,4.389399784918996,17.98171219771832,10.443021722874814,10.443021722874814,0.48410052900793527,0.48410052900793527,0.48410052900793527,0.35839808502285386,0.35839808502285386,0.35839808502285386,0.12570244398508135,0.12570244398508135,0.12570244398508135,0,0,0,10.92712225188275
2017-05-27T00:00:00.000+0000,10.447628011044559,2.3513914763614676,15.433772056834226,10.447628011044559,10.447628011044559,-1.41094248441639,-1.41094248441639,-1.41094248441639,-1.6327891319875398,-1.6327891319875398,-1.6327891319875398,0.22184664757114997,0.22184664757114997,0.22184664757114997,0,0,0,9.036685526628169
2017-05-28T00:00:00.000+0000,10.452234299214291,2.971430677061305,15.561009433487033,10.452234299214291,10.452234299214291,-1.0816621861454683,-1.0816621861454683,-1.0816621861454683,-1.4056871630193382,-1.4056871630193382,-1.4056871630193382,0.32402497687387,0.32402497687387,0.32402497687387,0,0,0,9.370572113068823
2017-05-29T00:00:00.000+0000,10.456840587384052,3.809259227705794,17.36149125759673,10.456840587384052,10.456840587384052,0.3073280375869301,0.3073280375869301,0.3073280375869301,-0.12293622205568047,-0.12293622205568047,-0.12293622205568047,0.4302642596426106,0.4302642596426106,0.4302642596426106,0,0,0,10.764168624970983
2017-05-30T00:00:00.000+0000,10.461446875553783,4.989016146974848,18.4104645984135,10.461446875553783,10.461446875553783,1.1815364918971842,1.1815364918971842,1.1815364918971842,0.6431158180468511,0.6431158180468511,0.6431158180468511,0.5384206738503331,0.5384206738503331,0.5384206738503331,0,0,0,11.642983367450967
2017-05-31T00:00:00.000+0000,10.46605316372353,5.136272373029764,18.42305464346689,10.46605316372353,10.46605316372353,1.5997175298235917,1.5997175298235917,1.5997175298235917,0.9534895139935055,0.9534895139935055,0.9534895139935055,0.6462280158300863,0.6462280158300863,0.6462280158300863,0,0,0,12.06577069354712
2017-06-01T00:00:00.000+0000,10.470659451893262,6.00853930829808,18.694435520401044,10.470659451893262,10.470659451893262,1.957758763882005,1.957758763882005,1.957758763882005,1.2064091000000237,1.2064091000000237,1.2064091000000237,0.7513496638819815,0.7513496638819815,0.7513496638819815,0,0,0,12.428418215775267
2017-06-02T00:00:00.000+0000,10.475265740063008,4.755285974254719,18.467031221578555,10.475265740063008,10.475265740063008,1.2098310346263934,1.2098310346263934,1.2098310346263934,0.3583980850212903,0.3583980850212903,0.3583980850212903,0.8514329496051031,0.8514329496051031,0.8514329496051031,0,0,0,11.685096774689402
2017-06-03T00:00:00.000+0000,10.479872028232753,2.8945206787061184,16.5772079125941,10.479872028232753,10.479872028232753,-0.6886245493676653,-0.6886245493676653,-0.6886245493676653,-1.6327891319859407,-1.6327891319859407,-1.6327891319859407,0.9441645826182754,0.9441645826182754,0.9441645826182754,0,0,0,9.791247478865088
